축제명,간단한 소개,내용글,포스터 이미지,이미지1,이미지2,이미지3,시작일,종료일,주소,운영기관,연락처
괴산빨간맛페스티벌,붉은색을 테마로 한 젊고 활력 넘치는 괴산 봄축제,"괴산의 대표 농산물인 '고추'와 붉은 계통의 봄꽃(양귀비, 백일홍, 튤립 등)에서 연상되는 '빨간색'에서 착안한 괴산의 봄 축제로 젊은 세대에게도 소구력 있는 '매운맛'과 붉은색을 테마로 하여, '트랜디하고 재밌는 괴산'을 알리는 봄축제이다. 붉은색을 테마로 다양한 놀거리, 즐길거리, 먹거리 등이 조성되었으며 대규모 드론 라이트쇼와 음악분수, 나비터널, 반딧불 체험 등 전 연령이 즐길 수 있는 콘텐츠로 볼거리가 강화되었고, 동진천변 붉은꽃으로 구성된 메인 꽃길인 '괴산 빨간 봄 꽃밭', 매운맛(고추) 메뉴가 있는 레드 푸드트럭존을 포함한 '빨간푸드&먹거리 존' 등의 다양한 먹거리도 마련되었다. 축제 기간 중, 빨간색 의상 착용 방문객 혜택 등이 진행될 예정이다.
[행사내용]
1. 대표프로그램
- 동진천변 '괴산 빨간 봄 꽃밭'
- 봄을 깨우는 괴산의 맛 '빨간 푸드&먹거리존'
- 봄을 즐기는 괴산 '빨간 멋쟁이' 이벤트

2. 세부프로그램
- 대규모 드론-라이트쇼
- 동진천을 따라 '빨간 봄꽃 밭'이 조성되며 감성포토존 등의 다양한 볼거리 제공
- 음악분수 및 교각 낙수분수 등의 산책길 조성
- (주간)빨간꽃 나비터널, (야간)반디불 체험
- 괴산 고추에서 파생된 다양한 양념, 요리를 즐길 수 있는 먹거리 공간 제공
- 빨간색을 테마로 한 다양한 이벤트 및 젊은 세대가 즐길 수 있는 맞춤 이벤트 연출",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/3f4d146d-27c5-4dcc-ad28-312657fc7049_3.jpg,,,,2025-05-23,2025-05-25,충청북도 괴산군 괴산읍 임꺽정로 92,괴산군/괴산군축제위원회,043-830-3463
글로벌 영도커피페스티벌,커피에 반하다! 영도에 반하다!,"커피 도시로 거듭날 부산의 축제이다. 글로벌 커피산업의 문화 중심지, 글로벌 영도커피 페스티벌에서 다양한 커피문화 컨텐츠와 메인 무대에서 이뤄지는 가수들의 공연을 경험할 수 있다.
[행사내용]
1. 메인프로그램 : GPCC in Y.D , OX 퀴즈쇼, 커피콘서트
2. 다양한 유/무료 체험프로그램
3. 서브무대에서 이뤄지는 버스킹 무대
4. 야외에서 감상하는 영화 상영 ""커피 무비나잇""",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/7c1728ce-e80a-4c10-809d-6212a0e38bff_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_7c1728ce-e80a-4c10-809d-6212a0e38bff_4.png,,,2025-05-23,2025-05-25,부산광역시 영도구 해양로301번길 55  아미르공원,영도구청/(사)한국커피협회,051-717-0236
목포뮤직플레이,청년이 찾는 음악과 낭만의 도시 목포를 만들기 위해 열리는 뮤직페스티벌,"2025목포뮤직플레이는 목포시에서 주최주관하는 뮤직페스티벌이다. 2025 5월 23일 부터 25일까지 3일간 목포종합경기장 일대에서 행사가 진행된다. 메인무대, 진입광장, 프린지무대 세 공간으로 구성되어 다양한 프로그램들이 준비되어있다.
[행사내용]
1. 메인공연 : 20:00~22:00 / 두시간동안 진행되는 공연으로 컨셉에 맞는 아티스트가 공연예정
2. 진입광장 : 13:00~22:00 / 6가지 테마로 진행되는 전시공간으로 목포의 과거,현재,미래를 선보일 예정
3. 프린지무대 : 13:00~22:00 / 지역예술단체를 위한 공간과 목포와 관련된 팝업스토어와 먹거리를 선보일 예정
4. 푸드트럭 : 13:00~22:00 / 진입광장과 프린지무대 위치에 특색있는 먹거리 외에 푸드트럭을 설치하여 먹거리 제공",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/57bdb4f3-5f5c-47ca-98cb-b608878bc753_3.png,,,,2025-05-23,2025-05-25,전라남도 목포시 대양산단로 23 (대양동),목포시,02-6358-7774
삼척 장미축제,천만 송이 장미가 펼쳐지는 국내 최대 규모의 삼척장미축제,"삼척시의 대표 장미 꽃 축제로, 천만 송이라는 국내 최대 규모의 장미공원에서 삼척 장미축제를 개최한다. 삼척의 아름다운 천혜 자연 속, 천만 송이 장미의 이야기를 담은 정원에서 즐거운 추억을 쌓을 수 있다. 남녀노소 어른, 아이 모두 몰입할 수 있는 참여형 콘텐츠, 마켓, 다양한 공연과 이벤트 등을 관람할 수 있다. 또한 지역주민과 관광객에게 즐거운 추억을 선사하는 수준 높고 다채로운 프 로그램을 선보일 예정이다. 그동안 선보였던 단순한 전시가 아닌 올해는 누구나 와서 장미 향 가득한 콘텐츠를 만끽할 수 있도록 조성된다.
[행사내용]
1. 메인프로그램: 개막식 및 축하공연, 테마별 정원, 미션 수행 프로그램
2. 부대프로그램: 블랙이글스 에어쇼, 버스킹, 프린지 공연 등
3. 기타 내용: 로즈 플라워 & 플리마켓, 시화 전시 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/294aa0d5-7f3d-4a13-b7c7-0b127f5775be_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_294aa0d5-7f3d-4a13-b7c7-0b127f5775be_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_294aa0d5-7f3d-4a13-b7c7-0b127f5775be_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_294aa0d5-7f3d-4a13-b7c7-0b127f5775be_6.jpg,2025-05-23,2025-06-01,강원특별자치도 삼척시 정상동 232번지 삼척시 장미공원 일원,삼척관광문화재단,033-576-0792
정동야행,근대문화유산의 보고인 정동길과 덕수궁에서 열리는 우리나라 최초의 문화재 야행,"서울 중구(구청장 김길성)가 5월23일(금)과 24일(토) 이틀간 대한제국의 꿈을 정동으로 불러들여 '정동야행(貞洞夜行)'을 개최한다. 정동야행은 2015년 서울 중구가 시작한 우리나라 최초의 문화재 야행으로 올해 11번째 개최되는 중구의 대표 축제이다. 정동야행 축제는 근대문화유산의 보고(寶庫)인 정동길과 덕수궁길 일대에서 열리며 특별히 해당 기간에만 야간개방 하는 역사〮문화시설, 덕수궁 안에서 진행되는 고궁음악회, 근대 역사 체험 프로그램 등을 즐길 수 있다.
[행사내용]
고궁음악회, 역사문화체험부스, 역사강의, 아트마켓 등",,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_faf51df6-0ea6-4948-bc4b-775fd02659b6_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_faf51df6-0ea6-4948-bc4b-775fd02659b6_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_faf51df6-0ea6-4948-bc4b-775fd02659b6_5.jpg,2025-05-23,2025-05-24,"서울특별시 중구 세종대로 99 덕수궁  서울 중구 덕수궁길, 정동길 일대",서울특별시 중구,02-3396-4623
Colorful Garden 자라섬 꽃 페스타,"자라섬에서 펼쳐지는 봄, 가을 꽃의 향연","자라섬 꽃 페스타는 매년 봄(5~6월), 가을(9~10월) 경기도 가평군 자라섬에서 개최되는 꽃 축제이다. 봄에는 양귀비, 청유채, 유채, 하늘바라기 등이 식재되어 봄꽃 정원이 조성되며 가을에는 백일홍, 구절초, 핑크뮬리 등이 식재되어 가을 꽃정원이 조성된다. 꽃 정원을 관람하며 함께 즐길 수 있는 공연·전시·체험프로그램과 지역 농특산물 판매부스 등이 운영된다.
[행사내용]
1. 메인프로그램 : 꽃 정원 힐링 코스(우정의 정원, 무지개 정원, 테마별·수종별 꽃 정원)
2. 부대프로그램 : 버스킹 및 밴드 공연, 국화 및 야생화 전시(가을)
3. 소비자 참여 프로그램 : 꽃 관련 체험프로그램(화관 만들기, 의상 대여 등) 운영
4. 기타 내용 : 지역농특산물 판매, 먹거리 판매 부스 운영",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/8b7f0ad9-384b-4b55-ba4b-5a6804cae161_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_8b7f0ad9-384b-4b55-ba4b-5a6804cae161_4.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_8b7f0ad9-384b-4b55-ba4b-5a6804cae161_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_8b7f0ad9-384b-4b55-ba4b-5a6804cae161_6.jpg,2025-05-24,2025-06-15,경기도 가평군 가평읍 자라섬로 60,가평군,031-580-2098
강서 아이들 까치까치 페스티벌,"솜씨자랑대회, 청소년어울림마당, 아동권리홍보 및 체험부스","강서 아이들 솜씨자랑대회, 청소년 어울림마당, 아동권리홍보와 체험부스가 하나의 축제로 연합하여 개최된다. 솜씨자랑대회는 초등학생 어린이들의 동요부르기 대회와 미취학 어린이부터 초등학생까지의 그림그리기, 글짓기 대회로 경연을 통해 순위를 정하여 후에 강서구청장이 시상한다. 청소년 어울림마당은 우장산 근린공원 무대에서 강서청소년회관 소속의 청소년 동아리에서 댄스, 밴드 등 자신들의 재주를 뽐내는 시간이다. 아동권리홍보 부스는 아동친화도시로 선정된 우리 구와 관계기관에서 아이들의 권리에 대해 홍보하고 또한 청소년동아리에서 동아리와 관련된 체험부스를 운영하여 아이들이 재미있게 참여할 수 있다.
[행사내용]
1. 메인프로그램
솜씨자랑대회
- 동요부르기: 초등학생만 신청 가능, 사전신청 필요, 현장에서 순위발표
- 글짓기, 그림그리기: 미취학~초등학생 신청, 현장 신청 가능, 추수 순위발표
- 1개월 후 시상식
2. 부대프로그램
청소년 어울림마당: 강서청소년회관 청소년동아리 공연(댄스, 밴드 등)
3. 참여 프로그램 : 아동권리 홍보 및 체험부스
4. 기타 내용 : 동요대회는 현장 발표, 글, 그림은 추후 발표, 1개월 후 시상식",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/aa05077b-bd40-408f-99b8-388afc5fe86d_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_aa05077b-bd40-408f-99b8-388afc5fe86d_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_aa05077b-bd40-408f-99b8-388afc5fe86d_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_aa05077b-bd40-408f-99b8-388afc5fe86d_6.jpg,2025-05-24,2025-05-24,서울특별시 강서구 우장산로 66 (내발산동),강서구청,02-2600-6970
강서구 다문화축제,동행이 좋多(다). 다채로움을 담多(다),"5월 가정의 달, 세계인의 날을 맞이하여 다양한 문화적 배경을 가진 가족간의 소통과 화합을 위한 다문화축제와 가족행사를 진행한다.다문화축제 주요 프로그램에는 세계전통의상 패션소, 다문화가족 장기자랑, 세계문화공연, 온가족함께 익사이팅, 다문화 체험부스, 다문화 먹거리 판매, 다문화 물품 바자회 등이 있다. 가족행사 주요 프로그램에는 5개 분야의 모범부부 표창, 가족사진전, 가족사랑표현 미션 수행, 인생네컷 등이 있다.
[행사내용]
1. 메인프로그램 : 세계전통의상 패션쇼, 다문화가족 장기자랑, 세계문화공연, 온가족함께 익사이팅, 모범부부 표창
2. 부대프로그램 : 다문화 체험부스, 먹거리 바자회, 물품 바자회, 가족사진전, 인생네컷 등
3. 소비자 참여 프로그램 : 다문화 식품 및 물품 바자회",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/464dfb4e-de1a-4ff7-986e-4d6eae4b50b9_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_464dfb4e-de1a-4ff7-986e-4d6eae4b50b9_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_464dfb4e-de1a-4ff7-986e-4d6eae4b50b9_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_464dfb4e-de1a-4ff7-986e-4d6eae4b50b9_6.jpg,2025-05-24,2025-05-24,서울특별시 강서구 강서로5길 50 (화곡동),강서구/강서구가족센터,"02-2600-6763
02-2606-2017"
무등울림축제,산과 바다가 만나는 곳,"오는 5월 24일부터 이틀간 무등산 자락 전통문화관과 그 일대에서 2025 무등울림축제가 개최된다. 축제 슬로건인 '산과 바다가 만나는 곳'은 전통문화의 가치를 계승하는 정신과 이를 재해석하여 만드는 다채로운 모습을 산과 바다에 비유한 것이다. 개막공연으로는 광주국악방송과 함께 평소 만나보기 힘들었던 국악인들의 화려한 공연이 펼쳐진다. 먹거리 푸드트럭와 문화장터를 운영하며, 다양한 전통 체험 프로그램을 경험할 수 있다.
[행사내용]
1. 메인프로그램 : 개막공연(고영열, 황애리, 예결밴드), 토요상설공연(문명자), 메인공연(김산옥, 임재현, 도하), 북해도 예술단체 공연 등
2. 부대프로그램 : 푸드트럭, 문화장터, 피크닉존, 어린이 체험 프로그램, 도예/전통주 체험 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/b5d35969-8a98-4780-997c-b7aba5ef78fb_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b5d35969-8a98-4780-997c-b7aba5ef78fb_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b5d35969-8a98-4780-997c-b7aba5ef78fb_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b5d35969-8a98-4780-997c-b7aba5ef78fb_6.JPG,2025-05-24,2025-05-25,광주광역시 동구 의재로 222 전통문화관  광주문화재단 전통문화관,광주광역시/광주문화재단 전통문화관,062-670-8511
보롬왓 메밀축제,보롬왓 메밀축제는 매년 제주에서 열리는 대표적인 자연 경관 축제,"제주의 푸른 하늘 아래, 바람이 머무는 들판 보롬왓에서 펼쳐지는 메밀꽃 축제는 하얀 꽃물결이 장관을 이루는 제주의 대표적인 봄 축제이다. 축제 기간 동안 방문객들은 메밀꽃이 펼쳐진 아름다운 풍경을 감상하며, 제주 봄의 생동감을 만끽할 수 있다. 또한 포토존과 산책로가 잘 조성되어 있어 가족, 연인, 친구들과 함께 추억을 남기기에 더없이 좋은 축제이다. 자연 속 감성과 여유를 느끼며, 보롬왓에서 특별한 봄날을 경험할 수 있다.
[행사내용]
대표 프로그램
- 포토존과 산책로",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/85b2cde1-9ddc-4211-aa4e-facc847cf0a8_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_85b2cde1-9ddc-4211-aa4e-facc847cf0a8_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_85b2cde1-9ddc-4211-aa4e-facc847cf0a8_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_85b2cde1-9ddc-4211-aa4e-facc847cf0a8_6.jpg,2025-05-24,2025-06-15,제주특별자치도 서귀포시 표선면 번영로 2350-104 보롬왓,농업회사법인 보롬왓 주식회사,010-7362-2345
부산세계시민축제,글로벌 허브도시 부산의 대표적인 도심 속 지구촌 문화축제,"세계인의 날을 기념하기 위해 개최되는 부산세계시민축제(Global Gathering)는 부산 도심 속 최대 다문화 축제로서, 세계 각국의 문화를 경험하며 세계인과 함께 교류·소통·화합하는 글로벌 허브도시 부산의 지구촌 문화행사이다.
[행사내용]
1. 메인프로그램 : 개막식, 세계문화 체험부스 운영(전시 및 음식 등), 국가별 특별 기념공연, BeFM 공개방송
2. 부대프로그램 : 영화 속 세계시민 이야기, Enjoy English Zone, 각종 체험 프로그램 등
3. 시민 참여 프로그램 : 경품 추첨, 한석봉 대회, OX퀴즈 등
4. Global Food Street : 세계 각국 음식 및 음료 등 먹거리 판매",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/ea2aacf1-e6e2-4d70-8896-a97ee7ecfa66_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ea2aacf1-e6e2-4d70-8896-a97ee7ecfa66_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ea2aacf1-e6e2-4d70-8896-a97ee7ecfa66_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ea2aacf1-e6e2-4d70-8896-a97ee7ecfa66_6.jpg,2025-05-24,2025-05-24,부산광역시 해운대구 수영강변대로 120 영화의전당  영화의전당,"부산광역시, 법무부/부산글로벌도시재단, 부산출입국·외국인청, 영화의전당",051-711-6843
서울세계도시문화축제,문화로 동행(同行)하는 세계와 서울,"전세계인의 글로벌 축제이자 국내 최대 규모의 세계도시 문화교류 축제 서울세계도시문화축제가 동대문디자인플라자(DDP) 일원에서 다시 펼쳐진다. 전세계의 문화와 공연과 전세계의 먹거리까지, 문화로 동행하는 세계와 서울을 즐기는 축제이다.
[행사내용]
1. 공연 프로그램
- 세계 문화 공연 스테이지, 월드 버스킹

2. 문화 프로그램
- 세계 대사관 ZONE, 세계 전통 의상 체험ZONE, 세계 큐브 사진전, 세계 전통놀이 ZONE

3. 음식 프로그램
- 세계 음식 ZONE, 세계 디저트 ZONE, K-FOOD ZONE",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/0c211bd6-664c-44f0-9fde-aeb883ce8a80_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0c211bd6-664c-44f0-9fde-aeb883ce8a80_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0c211bd6-664c-44f0-9fde-aeb883ce8a80_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0c211bd6-664c-44f0-9fde-aeb883ce8a80_6.jpg,2025-05-24,2025-05-25,서울특별시 중구 을지로 281 (을지로7가) 동대문디자인플라자,서울특별시,070-5143-5662
